customer_id,timestamp,age,gender,employment_status,annual_income,credit_score,loan_amount,loan_tenure_months,interest_rate,monthly_installment,payment_status,days_late,outstanding_balance,default_flag,fraud_flag
4765,730,35,1,0,709069,526,882775,48,10.45,20313.02,1,0,220367,0,0
4766,104,44,0,0,1039419,465,434058,60,11.91,8095.91,1,0,321592,0,0
4767,122,44,0,2,1617828,300,816547,12,15.82,58362.4525,1,0,374970,0,1
4768,112,56,1,2,1517342,518,640679,24,7.97,28822.55,1,0,387531,0,0
4769,12,24,1,2,859349,467,981069,24,7.97,44135.84,1,0,86498,0,1
4770,642,58,0,0,748968,746,181535,36,15.53,5825.76,1,0,79932,0,1
4771,65,61,0,1,1374114,613,798740,48,12.69,18752.09,1,0,548355,0,1
4772,394,32,0,2,1687301,394,939019,36,10.05,28705.29,1,0,802459,0,0
4773,611,54,1,2,427843,436,704871,36,20.39,23572.06,0,17.5,312079,0,1
4774,704,31,0,1,1989939,424,469095,24,18.3,23122.47,0,9,464386,0,1
4775,517,39,0,2,861455,360,552964,12,19.52,55075.21,1,0,16885,0,0
4776,701,53,1,2,785930,677,959821,60,9.42,17503.94,1,0,604987,0,1
4777,517,22,1,1,1024557,845,847723,12,8.09,58362.4525,0,10,52193,0,1
4778,144,50,1,2,1085141,328,960151,60,7.79,17249.11,0,3,219,0,0
4779,372,44,0,2,971793,683,871784,36,18.5,28696.22,1,0,453847,0,1
4780,362,57,1,1,889768,409,789180,60,18.1,15533.69,1,0,496187,0,1
4781,10,47,1,0,1954052,568,650432,60,16.29,12606.46,0,17.5,9011,0,0
4782,651,64,1,1,622396,321,581555,60,11.52,10809.17,1,0,497706,0,1
4783,526,35,1,1,517546,510,913756,36,16.99,29694.53,1,0,558141,0,1
4784,228,44,0,0,1055584,659,133912,24,15.43,6440.61,1,0,47988,0,1
4785,715,65,1,1,1771806,811,858770,60,11.42,15947.36,1,0,626093,0,1
4786,264,57,1,2,1831133,303,516510,48,16.08,12490.93,0,17.5,158426,0,1
4787,166,36,1,1,1074406,332,585650,60,16.42,11363.56,1,0,473506,0,1
4788,529,35,0,2,1504132,414,576099,24,17.01,28087.23,1,0,346542,0,0
4789,197,23,1,2,685093,723,937800,12,18.12,58362.4525,0,3,228134,0,1
4790,89,52,0,0,350429,696,495234,24,14.79,23686.63,1,0,476861,0,1
4791,184,55,0,0,1362668,752,412397,24,7.9,18540.68,1,0,7162,0,1
4792,651,22,0,2,225163,494,511109,60,21.74,10370.4,0,17.5,223296,0,0
4793,185,24,0,2,1890203,829,346275,60,8.7,6273.35,1,0,142636,0,1
4794,400,46,0,0,1880950,706,698375,36,16,22503.19,0,17.5,23932,0,1
4795,247,64,1,2,1293826,568,788773,12,14,58362.4525,1,0,57233,0,1
4796,63,60,1,1,1712159,378,286644,36,8.21,8616.04,0,17.5,132333,0,1
4797,687,31,1,2,962262,450,796690,36,20.33,26629.36,1,0,415283,0,1
4798,642,21,1,0,1323990,585,108269,12,12.28,10130.37,0,17.5,102441,0,0
4799,576,58,1,1,1253247,724,997790,24,9.2,45399.45,1,0,861464.5,0,0
4800,567,22,1,1,1462404,517,906138,24,20.43,45469.25,0,17.5,524985,0,1
4801,123,44,1,0,1121030,718,709438,36,11.22,21917.69,1,0,344249,0,0
4802,619,36,0,1,736827,380,249468,24,15.04,11957.83,1,0,113897,0,1
4803,171,52,0,1,246472,532,88371,48,10.83,2040.45,0,4,46986,0,1
4804,569,46,0,1,733788,369,749680,48,10.5,17258.26,0,17.5,590508,0,1
4805,245,53,1,1,755736,684,99205,36,9.16,3008.12,0,17.5,49037,0,0
4806,25,62,1,1,260581,414,250542,60,11.79,4668.02,0,2,103075,0,1
4807,562,27,0,2,619458,699,243770,36,13.94,7715.32,1,0,235645,0,0
4808,593,50,1,2,909396,683,766469,48,10.6,17660.72,1,0,270637,0,1
4809,449,24,1,1,667247,810,378912,36,7.96,11363.15,1,0,253514,0,0
4810,81,61,0,1,427493,530,960299,36,19.54,31887.26,1,0,861464.5,0,1
4811,105,61,0,1,1628426,773,499869,12,14.47,47683.34,1,0,213593,0,0
4812,383,46,0,1,862763,384,345611,24,17.8,16963.74,0,17,228839,0,1
4813,461,26,0,0,1072689,646,715406,12,18.93,58362.4525,1,0,253935,0,0
4814,655,50,1,2,1986407,621,489931,24,19.44,24382.23,0,17.5,178958,0,1
4815,428,46,1,2,555219,350,677037,48,17.24,16536.63,0,15,14065,0,1
4816,594,53,0,2,761778,591,668678,36,21.51,22569.74,1,0,146250,0,1
4817,48,58,1,0,777900,440,643440,24,11.26,29828.81,1,0,261836,0,1
4818,59,21,1,0,1027251,766,522393,36,18.79,17237.52,1,0,438351,0,1
4819,439,57,1,0,938593,459,727778,36,17.65,23784.19,1,0,426529,0,0
4820,185,40,1,0,1340600,739,263393,12,19.79,26293.21,1,0,3865,0,0
4821,149,63,0,0,924544,394,906544,36,21.38,30565.64,1,0,713427,0,1
4822,426,25,1,2,841006,719,963764,60,12.82,18121.98,1,0,347729,0,1
4823,238,47,0,1,239969,543,86412,60,16.18,1673.22,0,17.5,85326,0,0
4824,245,65,1,0,760551,307,816125,36,20.57,27333.39,0,9,413469,0,0
4825,180,61,0,0,394819,594,439300,12,17.4,42978.18,0,5,339565,0,0
4826,417,55,0,2,1847395,821,757973,36,10.03,23166.6,1,0,77225,0,0
4827,666,25,0,2,1662056,640,122429,24,8.38,5528.69,1,0,25606,0,0
4828,539,36,1,2,862023,479,379684,36,8.6,11453.8,0,17.5,354438,0,0
4829,592,55,0,0,1961684,316,698158,24,19.6,34791.54,1,0,7488,0,1
4830,727,56,1,0,1238592,513,866498,24,8.6,39209.03,1,0,372493,0,1
4831,343,29,1,0,700030,583,266896,36,14.7,8503.6,1,0,9798,0,0
4832,719,62,0,1,1862907,504,296346,36,12.54,9264.11,1,0,217226,0,0
4833,478,44,0,1,1781060,586,870763,36,12.19,27136.36,1,0,672119,0,1
4834,26,64,0,2,1384449,662,654605,24,12.19,30600.06,1,0,459451,0,1
4835,238,52,1,0,1253298,694,471581,24,18.71,23325.58,1,0,243637,0,0
4836,386,51,1,2,386910,535,863712,24,19.56,43027.25,1,0,832809,0,1
4837,557,22,1,0,498617,396,788265,12,19.73,58362.4525,1,0,757640,0,1
4838,325,32,1,0,1060756,603,388873,24,14.37,18531.42,1,0,216841,0,1
4839,486,26,1,1,662636,652,497995,36,17.4,16240.17,0,17.5,113886,0,0
4840,382,23,0,1,741007,820,297365,36,18.22,9765.14,0,17.5,233558,0,1
4841,551,29,0,1,276424,662,663934,24,19.55,33072.21,0,17.5,199142,0,0
4842,65,50,0,2,666928,491,621613,12,9.04,56483.9,0,3,208636,0,1
4843,83,25,0,0,545134,390,274822,24,15.86,13267.03,0,17.5,38354,0,1
4844,542,61,0,1,623456,411,670956,24,18.91,33243.07,1,0,183018,0,0
4845,638,32,1,0,310200,341,346266,12,17.36,33864.81,1,0,5064,0,1
4846,345,53,1,1,520932,395,879584,60,18.65,17393.77,1,0,738445,0,0
4847,133,37,0,2,1662614,479,666372,60,11.61,12395.63,0,17.5,464039,0,0
4848,214,35,1,0,749330,840,322629,12,13.1,30407.78,0,17.5,129954,0,0
4849,95,57,1,1,224823,785,738140,24,21.84,37472.91,1,0,672576,0,0
4850,288,39,1,2,246850,491,895309,60,13.48,16933.28,0,13,841451,0,1
4851,330,29,1,1,1951793,388,809692,12,19.21,58362.4525,1,0,425248,0,1
4852,295,55,1,0,1401338,327,677149,48,21.69,17167.14,1,0,145393,0,1
4853,49,25,0,1,335676,436,840889,24,11.3,38996.23,0,17.5,213855,0,1
4854,730,58,1,0,304674,680,51490,12,21.57,5216.37,1,0,31476,0,1
4855,228,35,1,0,1009863,629,605970,60,11.54,11264.98,0,3,98058,0,1
4856,306,46,0,0,937800,780,152692,12,12.13,14267.79,1,0,22805,0,1
4857,32,40,1,2,514399,834,323757,36,19.95,10787.4,1,0,39239,0,0
4858,679,45,1,0,1300646,560,701365,48,12.5,16438.24,1,0,56621,0,0
4859,435,36,0,0,790789,597,755559,36,21.89,25581.97,0,17.5,330405,0,0
4860,133,56,1,2,832811,744,205667,12,11.43,19097.89,1,0,185474,0,0
4861,672,52,0,1,232075,306,274017,60,19.69,5466.18,1,0,267937,0,0
4862,690,35,1,2,372160,546,828849,24,10.64,38209.94,0,17.5,137147,0,0
4863,636,52,0,2,921366,386,687206,48,12.56,16114.98,0,5,473457,0,1
4864,530,26,1,1,1895806,667,246256,60,9.84,4508.13,0,17.5,111264,0,0
4865,74,60,1,0,955207,698,956456,48,16.96,23305.64,1,0,206363,0,0
4866,141,61,1,0,376647,733,415714,36,20.41,13904.48,1,0,118018,0,1
4867,106,39,1,1,1941717,695,416526,24,16.96,20298.7,1,0,33405,0,1
4868,623,23,1,2,587001,575,633792,48,17.08,15459.24,1,0,212940,0,0
4869,107,49,1,2,1542402,601,214861,24,21.81,10905.09,0,17.5,116948,0,1
4870,21,60,0,0,980742,619,260929,24,9.67,11923.37,1,0,65491,0,1
4871,702,58,1,1,1716122,620,776491,12,10.66,58362.4525,1,0,426857,0,1
4872,241,39,0,0,465051,338,411225,36,8.56,12400.72,0,9,185511,0,0
4873,451,64,1,2,1104795,576,494494,24,12.11,23099.05,1,0,374612,0,1
4874,617,33,0,1,550973,454,557908,48,10.11,12798.18,1,0,311242,0,1
4875,340,46,0,1,1143811,839,666094,60,13.99,12654.68,0,7,433797,0,1
4876,8,55,0,1,1221248,434,587948,48,21.45,14876.31,1,0,427321,0,1
4877,279,25,0,1,1509908,344,616366,48,17.85,15133.07,0,17,495290,0,0
4878,595,31,1,0,996605,732,396677,60,8.14,7149.44,0,17.5,20875,0,1
4879,309,45,1,0,523741,511,577041,36,14.28,18317.85,1,0,194812,0,0
4880,106,31,0,1,1828176,519,300311,60,14.66,5738.94,0,13,230276,0,1
4881,18,47,0,0,216241,423,122436,36,11.79,3801.98,0,17.5,3040,0,0
4882,52,43,1,1,1438314,353,216788,48,20.7,5451.31,1,0,146368,0,1
4883,653,48,0,2,1323339,697,995317,12,9.14,58362.4525,0,2,347601,0,1
4884,279,21,1,1,324782,632,580381,60,11.26,10762.2,0,6,270496,0,0
4885,453,39,0,1,1487103,493,742223,12,9.68,58362.4525,1,0,203494,0,1
4886,51,59,0,1,1057843,535,222245,36,12.68,6956.27,1,0,83719,0,1
4887,609,25,1,2,483260,557,903621,48,10.94,20884.94,1,0,626247,0,0
4888,682,36,0,0,1050202,312,710407,60,16.77,13825.7,1,0,471435,0,0
4889,629,32,0,0,1924765,672,397667,24,18.67,19662.98,1,0,347319,0,1
4890,497,63,1,0,1148754,806,732974,12,14.4,58362.4525,0,5,504221,0,1
4891,568,41,0,2,783163,624,57349,60,12.34,1073.76,0,15,12036,0,1
4892,31,49,0,1,1656679,544,872576,12,7.65,58362.4525,0,8,319037,0,1
4893,171,40,0,0,762470,519,714784,36,19.25,23677.22,0,8,125609,0,0
4894,683,56,1,1,1533984,551,550650,48,11.28,12765.9,0,17.5,394341,0,0
4895,689,29,0,0,1626237,520,160666,60,20.98,3239.56,0,17.5,149715,0,1
4896,8,61,1,1,1946107,553,959354,36,12.08,29867.89,1,0,51855,0,0
4897,684,38,1,2,770118,473,541682,48,18.81,13407.76,1,0,149251,0,0
4898,57,31,0,1,677675,448,718804,48,16.44,17436.99,0,17.5,123684,0,1
4899,517,39,1,1,318841,513,270864,60,17.85,5320.22,1,0,174196,0,0
4900,110,38,1,2,1566196,364,375481,48,13.24,8858.22,0,17.5,280917,0,1
4901,104,34,1,2,1842123,434,367042,48,9.75,8392.26,0,17.5,111158,0,1
4902,120,53,0,2,1619727,650,163050,48,11.58,3790.23,0,17.5,37900,0,1
4903,658,22,0,0,1917873,822,243181,12,11.96,22688.79,0,10,29457,0,0
4904,545,28,1,1,1212833,592,892861,12,16.45,58362.4525,0,17.5,131421,0,1
4905,303,53,0,1,769477,406,475788,48,12.01,11102.71,1,0,431787,0,1
4906,511,34,1,2,525904,742,190573,24,16.79,9273.76,1,0,55135,0,1
4907,730,59,1,1,514774,568,878680,48,9.53,20050.38,0,2,619349,0,1
4908,267,38,1,1,1829771,724,635337,36,17.94,20814.35,1,0,150975,0,1
4909,88,60,1,0,1484744,633,296193,36,19.96,9869.81,1,0,22584,0,0
4910,133,58,0,0,1071576,717,727085,12,11.19,58362.4525,1,0,25975,0,1
4911,359,58,1,0,573107,522,463443,12,15.22,44498.25,1,0,78791,0,1
4912,292,24,0,2,1885169,365,544739,48,16.8,13255.32,1,0,495309,0,0
4913,248,36,0,0,454339,642,955207,24,8.12,43032.08,1,0,134789,0,0
4914,198,28,1,2,1456545,803,951421,60,8.77,17247.68,1,0,638392,0,1
4915,97,57,0,1,1345638,464,282492,12,21.49,28599.96,0,17.5,274245,0,1
4916,418,35,0,2,945353,557,110528,36,17.2,3598.3,1,0,34583,0,1
4917,442,26,0,0,1361879,544,326708,24,13.45,15443.76,1,0,21402,0,0
4918,631,41,1,2,1259256,844,770686,12,19.52,58362.4525,1,0,707327,0,1
4919,24,65,1,0,1620463,501,833894,36,15.65,26788.84,0,17.5,231665,0,0
4920,367,26,0,0,533392,574,889324,12,17.07,58362.4525,1,0,71441,0,1
4921,30,60,1,0,1285329,756,498112,36,7.52,14876.95,0,17.5,174606,0,1
4922,287,43,0,1,364005,558,557329,36,20.2,18608.6,1,0,28431,0,1
4923,635,57,0,1,1337222,405,563101,24,7.57,25238.66,0,17.5,16851,0,0
4924,640,51,1,2,1361529,709,765837,36,21.64,25876.78,1,0,578978,0,1
4925,612,37,0,1,1024160,674,690448,60,17.51,13522.42,0,17.5,83568,0,0
4926,504,38,1,1,1476381,685,78558,36,9.73,2394.49,0,8,10687,0,0
4927,122,26,0,0,1104557,528,134285,48,10.36,3087.44,1,0,78263,0,1
4928,639,31,0,1,716797,540,993325,60,8.63,17984.15,1,0,438787,0,1
4929,440,32,0,2,868145,664,436657,36,8.01,13100.92,1,0,78100,0,1
4930,308,24,1,0,871177,354,145206,12,8.41,13118.15,0,1,61540,0,1
4931,525,25,1,0,1825838,694,938224,48,9.36,21375.87,0,1,750258,0,0
4932,193,28,0,0,1992040,584,310863,60,14.58,5936.45,0,17.5,169868,0,1
4933,390,22,1,0,786385,422,922701,36,19.05,30513.21,0,17.5,700533,0,0
4934,640,64,0,1,1803292,827,639792,12,12.03,58362.4525,0,17.5,34520,0,0
4935,78,22,0,0,1532586,548,947440,48,8.67,21449.65,1,0,445405,0,1
4936,333,25,0,1,1968796,680,319398,60,14.79,6110.62,1,0,194139,0,0
4937,74,43,1,0,1212452,589,384803,24,8.71,17429.97,1,0,263557,0,1
4938,124,42,0,0,1642836,653,114331,48,20.14,2861.61,1,0,11153,0,0
4939,26,38,1,2,1003127,841,459771,24,20.3,23046.02,0,8,296707,0,0
4940,343,51,0,0,754171,402,671948,12,10.51,58362.4525,0,2,399652,0,0
4941,451,62,1,0,860548,760,420995,36,16.75,13653.1,0,17.5,218650,0,1
4942,538,32,1,1,1095601,740,457282,12,15.51,44017.2,0,17.5,366342,0,1
4943,645,24,0,2,1528766,369,502481,36,14.77,16019.37,1,0,28409,0,0
4944,397,55,1,0,584704,567,335925,60,18.44,6631.16,1,0,260273,0,1
4945,293,48,1,0,586556,725,525749,48,18.35,12963,1,0,213270,0,1
4946,254,47,0,2,1144475,739,905573,36,17.9,29657.52,0,3,692183,0,1
4947,2,65,0,2,232009,713,142707,60,10.59,2630.33,1,0,52020,0,1
4948,509,65,1,0,1827413,834,56934,48,10.63,1312.21,0,17.5,48003,0,1
4949,115,44,0,0,1312748,565,467208,60,8.36,8437.78,1,0,430155,0,0
4950,473,27,0,0,1284535,370,941910,24,7.99,42382.03,0,17.5,97280,0,1
4951,378,28,0,0,1203215,562,108387,24,19.51,5397.22,0,17.5,36400,0,0
4952,44,61,1,2,603489,574,342571,12,19.45,34100.09,1,0,45136,0,1
4953,333,42,0,0,253866,717,594895,48,21.14,15013.66,0,17.5,580178,0,0
4954,274,25,0,1,887664,502,508269,12,21.72,51555.42,1,0,460567,0,1
4955,35,47,0,2,1905688,678,568763,60,19.51,11328.81,1,0,274871,0,0
4956,636,35,0,1,895575,736,107207,12,8.71,9712.06,1,0,52127,0,0
4957,9,33,0,2,647997,513,452675,24,13.74,21453.02,1,0,277844,0,1
4958,716,51,0,2,1869806,667,428266,12,21.84,43483.27,0,12,392204,0,1
4959,415,50,1,1,1935403,741,915935,12,12.82,58362.4525,1,0,767392,0,1
4960,719,43,1,1,702584,736,671708,60,19.59,13388.26,1,0,319162,0,1
4961,371,64,1,0,1170729,668,809735,36,7.98,24287.55,1,0,730298,0,1
4962,721,47,0,0,1941611,809,498486,24,8.94,22627.11,0,17.5,486692,0,0
4963,484,57,0,1,779871,839,506884,60,15.63,9768.5,1,0,338336,0,1
4964,525,55,1,1,1557625,613,761445,60,7.64,13660.32,1,0,416987,0,1
4965,237,24,1,0,1455215,832,645210,36,15.16,20639.55,0,4,103697,0,1
4966,399,37,0,2,1737447,843,435412,60,7.61,7809.11,0,17.5,275886,0,0
4967,115,65,0,1,1654513,543,396293,24,21.27,20024.36,1,0,41517,0,0
4968,516,28,1,2,546298,567,549896,60,18.04,10818.29,0,17.5,59072,0,1
4969,2,49,0,2,619449,496,652379,36,19.5,21655.36,1,0,94262,0,1
4970,455,25,0,0,450417,503,334134,12,12.44,31308.36,1,0,221743,0,0
4971,538,31,1,2,1167322,440,991977,60,15.82,19148.46,1,0,857256,0,0
4972,337,47,0,2,456242,758,554272,24,12.13,25896.05,1,0,79739,0,1
4973,468,43,0,2,953521,801,340978,48,11.65,7931.29,1,0,281122,0,1
4974,647,61,1,2,1722516,319,624919,60,15.51,12030.73,0,17.5,150911,0,1
4975,608,58,0,1,290468,458,660348,12,15,58362.4525,1,0,606831,0,1
4976,37,56,1,0,1815685,351,816522,36,18.69,26920.28,1,0,702252,0,1
4977,163,35,1,0,1017418,740,863660,12,15.44,58362.4525,1,0,552479,0,0
4978,311,25,1,2,1799283,465,207861,48,15.09,4983.9,1,0,109302,0,1
4979,506,31,1,1,1575312,423,442967,12,13.92,42052.33,0,5,361915,0,1
4980,557,61,0,0,290314,411,542514,24,11.91,25296.98,0,9,451593,0,0
4981,444,60,0,2,1987616,544,275973,24,8.57,12484.33,0,6,48993,0,1
4982,104,31,0,2,419976,609,517774,36,16.46,16749.99,0,17.5,236447,0,1
4983,86,39,1,2,1955348,693,481932,48,20.75,12123.6,1,0,73265,0,0
4984,292,56,1,1,1961118,696,861983,24,16.45,41824.13,1,0,372901,0,0
4985,686,45,1,2,1321849,388,352984,36,18.13,11582.78,1,0,220900,0,0
4986,508,38,0,1,862661,582,186016,60,15.69,3586.7,0,2,37694,0,0
4987,29,23,1,1,1163374,516,553786,12,16.04,53551.11,1,0,94933,0,0
4988,91,39,1,2,1818693,622,711090,60,14.74,13598.41,1,0,558922,0,0
4989,653,29,0,2,640284,315,527954,60,16.04,10210.63,1,0,208265,0,1
4990,459,28,1,1,771177,437,974098,60,18.19,19188.11,0,17.5,7498,0,1
4991,526,47,0,0,1646447,638,583886,36,10.75,17962.6,1,0,198213,0,1
4992,230,62,0,0,1034694,515,410366,12,12.87,38598.34,1,0,236076,0,0
4993,546,31,0,2,229703,302,731831,60,10.82,13516.92,0,17.5,706324,0,1
4994,270,30,1,0,1220156,341,305737,48,15.48,7355.52,1,0,296676,0,0
4995,340,51,1,0,690574,486,130350,12,7.95,11726.07,1,0,37309,0,0
4996,546,59,0,1,1378469,648,964002,48,14.58,23011.53,1,0,452518,0,1
4997,69,53,1,1,1249464,569,577691,48,11.94,13472.24,1,0,63164,0,0
4998,338,48,0,2,1759249,684,702397,12,7.77,58362.4525,0,5,412718,0,0
4999,307,31,1,2,1338148,648,631529,48,21.66,16006.63,1,0,31168,0,1
5000,210,55,1,0,1718926,573,768774,24,10.19,35296.34,0,7,47204,0,1
5001,699,22,0,2,862911,777,872356,48,16.94,21252.77,1,0,333553,0,1
5002,722,46,0,0,1368334,682,486235,48,11.7,11315.09,0,9,423163,0,1
5003,107,28,0,0,1703993,687,125071,36,19.72,4159.31,0,7,74330,0,0
5004,394,60,0,0,1343547,575,668591,48,12.87,15721.64,1,0,390968,0,1
5005,487,65,1,0,858174,336,719423,24,10.92,33249.33,0,17.5,434861,0,1
5006,677,25,1,1,982629,785,321766,24,15.39,15470.24,0,10,125721,0,1
5007,211,22,0,2,992700,406,773196,12,21.16,58362.4525,1,0,507936,0,1
5008,286,33,0,1,235929,783,279981,24,14.42,13348.09,1,0,111041,0,0
5009,219,25,1,1,1049195,770,846627,36,15.54,27172.02,1,0,419593,0,1
5010,532,48,1,0,1557580,778,921291,48,18.98,22836.5,1,0,137714,0,1
5011,474,36,0,0,1431514,360,309719,60,13.26,5846.46,1,0,20516,0,1
5012,314,35,0,2,889441,550,683506,36,11.86,21238.05,1,0,573035,0,0
5013,209,33,0,2,1869266,760,483765,48,11.41,11228.39,1,0,374744,0,1
5014,363,46,1,2,449810,823,388877,12,11.54,36146.12,1,0,151738,0,1
5015,170,36,0,2,1178278,388,289031,24,17.22,14116.76,1,0,269216,0,1
5016,471,54,0,1,637830,673,815678,60,14.93,15624.31,1,0,621118,0,0
5017,311,31,0,0,1421414,701,241795,36,11.33,7477.51,0,16,2990,0,1
5018,643,25,1,2,1948169,654,693125,60,9.94,12700.36,1,0,130680,0,1
5019,557,53,0,2,1184273,513,874197,36,15.11,27952.45,1,0,799743,0,1
5020,172,23,0,0,1453009,516,768963,60,10.22,14125.85,1,0,125680,0,0
5021,129,48,0,0,1293765,450,817575,60,21.01,16489.13,0,1,325868,0,1
5022,361,59,1,1,1253973,813,643311,12,20.21,58362.4525,1,0,201722,0,1
5023,273,63,0,1,284752,440,725385,60,19.98,14505.28,1,0,443394,0,0
5024,325,21,1,1,1191010,449,818825,24,10.92,37843.36,0,4,18546,0,0
5025,400,26,0,1,637128,424,402038,60,12.19,7517.44,1,0,55643,0,0
5026,228,25,0,1,1738967,584,376815,48,11.42,8746.82,0,12,108242,0,1
5027,525,42,1,1,1934959,501,214067,36,20.41,7159.95,0,8,101942,0,1
5028,622,59,1,0,1281472,667,206354,60,10.86,3812.73,0,17.5,89463,0,1
5029,216,52,1,0,226137,336,450920,60,12.45,8450.99,0,17.5,4692,0,0
5030,580,36,0,0,1807984,757,712749,60,19.26,14167.07,1,0,588119,0,1
5031,184,26,0,2,474323,505,553334,12,13.37,52276.23,1,0,549554,0,0
5032,526,23,0,0,1970724,518,269100,36,14.08,8527.48,0,4,216242,0,1
5033,287,62,0,0,589313,365,126494,60,9.16,2301.35,1,0,36944,0,1
5034,329,53,1,1,798530,318,502961,12,12.47,47140.02,1,0,289251,0,1
5035,521,57,1,2,723854,411,856406,36,12.57,26779.34,1,0,529903,0,1
5036,259,28,1,0,544971,400,924732,24,11.98,43146.45,1,0,711744,0,1
5037,586,41,0,0,1583040,629,374804,60,11.24,6948.87,1,0,16455,0,1
5038,562,44,0,1,411113,480,273305,36,21.55,9227.84,0,17.5,21214,0,1
5039,371,26,0,0,310182,498,302269,36,16.63,9792.68,0,17.5,229080,0,0
5040,441,29,1,1,1363864,372,652457,24,16.95,31793.69,1,0,508448,0,1
5041,28,22,1,1,1229115,687,227828,60,9.81,4169.63,0,17.5,130088,0,1
5042,619,46,0,1,1824269,542,499703,24,7.84,22453.32,0,10,398175,0,1
5043,467,65,1,1,677152,530,696417,12,15.11,58362.4525,0,17.5,114148,0,1
5044,375,59,1,0,721992,808,953386,36,14.14,30227.63,0,3,171800,0,0
5045,499,55,0,1,1842455,535,962964,12,11.85,58362.4525,1,0,190450,0,1
5046,161,64,1,0,679316,814,912018,36,13.34,28713.37,0,6,585398,0,1
5047,540,41,1,2,1818516,388,78392,60,15.82,1513.23,0,17.5,53058,0,1
5048,329,36,1,1,215319,741,795766,12,19.94,58362.4525,1,0,8152,0,0
5049,153,54,0,2,497635,687,289803,36,10.05,8859.12,0,11,32543,0,1
5050,366,44,0,2,1946052,471,974628,24,13.51,46095.84,0,15,788490,0,1
5051,472,55,1,0,1580443,722,371278,48,8.96,8428.01,1,0,122033,0,1
5052,727,44,0,2,1465193,473,367052,36,11.52,11370.46,1,0,329836,0,1
5053,513,27,1,1,1340078,332,316199,24,9.45,14419.99,1,0,53794,0,0
5054,97,31,1,1,936538,311,852603,36,17.21,27759.33,0,17.5,439452,0,0
5055,393,52,0,1,1455581,739,514747,12,14.96,49312.76,1,0,471247,0,0
5056,652,35,1,1,328404,382,146004,60,18.23,2877.01,1,0,38262,0,1
5057,383,45,1,2,1600211,723,866205,60,8.92,15724.51,1,0,362428,0,0
5058,217,36,1,0,309652,502,715336,48,7.55,16028,1,0,684661,0,0
5059,446,41,1,2,1576982,323,629974,12,18.56,58362.4525,0,17.5,28867,0,0
5060,78,38,1,0,1787065,708,57719,48,14.63,1378.4,0,17.5,1473,0,1
5061,115,53,1,2,1729826,466,493785,60,19.44,9829.61,1,0,23970,0,1
5062,323,33,1,1,1325855,540,446765,36,17.86,14626.59,1,0,62822,0,1
5063,315,64,0,0,1038010,820,366539,48,15.84,8845.81,1,0,321702,0,1
5064,17,28,0,1,1504821,314,222996,36,14.87,7115.43,1,0,107624,0,0
5065,232,22,0,0,791423,607,213180,24,12.66,10007.02,1,0,54173,0,1
5066,424,61,0,2,933906,736,875808,48,17.64,21464.59,0,17.5,746251,0,1
5067,301,24,0,2,1501677,306,382098,24,14.5,18229.26,0,5,154684,0,1
5068,125,47,0,1,1004882,466,804559,24,21.39,40693.92,1,0,291926,0,1
5069,47,63,1,1,794785,723,288525,36,17.44,9412.33,0,15,176594,0,0
5070,613,37,1,2,1802905,609,717738,12,7.79,58362.4525,1,0,127785,0,1
5071,627,52,1,1,1802769,702,99708,60,17.05,1945.14,0,7,98472,0,0
5072,478,30,1,1,1856625,549,578548,24,19.71,28857.49,1,0,437764,0,1
5073,66,36,1,2,1585105,788,790100,48,16.49,19174.74,1,0,72125,0,0
5074,544,51,1,1,1887213,540,140993,12,21.59,14286.12,1,0,93289,0,0
5075,191,37,0,2,895084,500,479114,60,10.93,8858.02,1,0,18285,0,1
5076,321,50,1,2,1144302,323,95840,24,11.63,4457.76,1,0,1568,0,1
5077,585,25,0,1,1426915,591,832575,12,19.7,58362.4525,1,0,101158,0,1
5078,209,48,1,0,626017,570,590599,36,12.13,18395.52,0,1,251867,0,0
5079,438,36,0,0,1378765,745,894799,60,20.2,17925.81,0,17.5,237545,0,0
5080,222,25,0,0,997515,537,183611,24,20.69,9233.34,1,0,127389,0,1
5081,659,50,0,1,1958511,599,843922,24,16.79,41067.35,0,17.5,90994,0,1
5082,328,42,1,0,774604,550,614464,24,15.67,29614.6,1,0,538990,0,1
5083,142,37,0,0,811216,831,497831,36,12.66,15579.34,0,17.5,24851,0,1
5084,373,57,0,1,1136057,531,709952,12,16.83,58362.4525,1,0,637856,0,1
5085,554,64,0,0,220554,718,153466,24,14.58,7326.72,0,9,25053,0,1
5086,207,40,1,1,446676,603,628464,60,20.03,12572.42,0,17.5,109467,0,1
5087,142,46,1,2,1746626,572,782735,60,13.2,14767.6,1,0,339897,0,0
5088,396,64,0,2,694223,483,858362,24,18.55,42399.51,1,0,270661,0,1
5089,701,57,1,2,1883066,527,613477,60,14.01,11657.09,1,0,398638,0,1
5090,398,65,0,0,890526,624,229454,36,20.5,7680.34,1,0,89333,0,1
5091,592,42,0,2,804465,358,259855,36,16.58,8414.97,0,10,2375,0,1
5092,517,24,0,0,1040532,616,162295,24,9.5,7404.71,0,17.5,101871,0,1
5093,372,23,1,1,548307,829,739718,48,19.07,18349.63,1,0,83944,0,0
5094,513,23,1,2,750624,558,842426,48,11.25,19524.98,0,7,122009,0,1
